Mensagem Anterior,Data,Mensagem Cliente 1,Mensagem Cliente 2,Mensagem Cliente 3,Mensagem Cliente 4,Mensagem Cliente 5,Mensagem Cliente 6,Mensagem Cliente 7,Status,ADCCID,Service,Concatenacao
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:15,,,,,,,,,abfd5a12-f2e3-4d78-802f-f94f7da7cb36,327178123,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:16,Visita técnica,,,,,,,,47a5f265-3049-45a5-892d-10947f8f96a5,262173992,Visita técnica          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:22,,,,,,,,,3219480f-7dac-488b-9ba0-dc896c04b7f1,334551701,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:23,,,,,,,,,29f04ab5-aef0-4ac5-b27a-113f1f5469db,345792293,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:24,Ok,Reparo urgente!!!,Ouvidoria,Lamentável,Lixo de operadora não tem suporte técnico para os clientes falta de comprometimento e transparência,Reparo urgente,,,d0cfb207-bc96-4837-9314-4264954ced1b,144388276,Ok Reparo urgente!!! Ouvidoria Lamentável Lixo de operadora não tem suporte técnico para os clientes falta de comprometimento e transparência Reparo urgente     
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:25,,,,,,,,,e04b22cc-4f90-4c1a-9e6f-96b3423a557b,349037929,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:25,Estou precisando de ajuda,Técnico n compareceu no horário agendado,,,,,,,62df58bd-409d-4185-a2d0-3394533fdb1d,344993123,Estou precisando de ajuda Técnico n compareceu no horário agendado         
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:27,,,,,,,,,33e8f69e-26a2-4613-aab5-91f56a2dd01e,338681859,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:27,,,,,,,,,708afe24-e254-467c-9cda-38705ce92088,345292138,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:27,,,,,,,,,2d09f30d-63a9-4693-ba38-6dafed3c4849,329830429,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:32,Olha estou sem internet desde o dia 12,,,,,,,,df22fba6-7272-4c69-bc1b-a40e7d5fbe61,319226521,Olha estou sem internet desde o dia 12          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:33,obrigada,,,,,,,,2be8458c-2d2d-4d85-b38f-a40c15bb9b54,265629633,obrigada          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:33,,,,,,,,,5306cce3-beb7-484e-9f80-cfa8d3181077,319925615,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:33,,,,,,,,,d37eb5a6-7ad4-44c4-9f9e-27d68491eb65,329661240,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:34,Ok,,,,,,,,5c9f273b-f8a1-4b5a-8c06-2451de0c3b43,288777218,Ok          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:36,Ok,Ok,Ok,,,,,,87905c98-d875-4c10-81ca-61c61ab413ac,277026803,Ok Ok Ok        
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:37,Ok,Ok,,,,,,,7f50ae85-117a-4973-8ef7-003dd8e861e9,183602666,Ok Ok         
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:38,Boa tarde,,,,,,,,0a973d20-769d-482a-a9a2-a621fa7d3f8b,243562331,Boa tarde          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:38,,,,,,,,,c192047b-4574-4d75-a089-b19cc176ee29,278677072,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:39,,,,,,,,,7afff743-93a9-456f-8c72-fea3faf7a842,111434144,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:40,,,,,,,,,3ddb8232-28de-454d-906a-fc799ced003b,336435368,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:40,Oi,Oi,,,,,,,d3d0b2d4-c5f5-40b6-a5a1-9991a4ed0813,343935371,Oi Oi         
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:41,,,,,,,,,9bffc32d-2fd2-496a-8354-990c6a204f06,327408615,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:42,Previsão estou desde ontem sem Internet e trabalho com ela,,,,,,,,ae0c4c17-497c-4d77-b326-648e08e54c93,338283191,Previsão estou desde ontem sem Internet e trabalho com ela          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:43,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,,,,a8b3b0e9-978f-47ab-928b-d319895d1ca9,334701847,Sem internet Sem internet Sem internet Sem internet Sem internet      
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:45,,,,,,,,,5c5daf8e-f26e-4eaf-b836-1e6e899eb23d,272997439,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:46,,,,,,,,,f54a3c51-86c1-40a5-975b-291a223bd291,110958606,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:46,,,,,,,,,563595d3-f95e-44de-a8fe-9db487de8e94,337787384,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:47,"No aguardo , para solucionar o problema",,,,,,,,f3eb6d5d-7025-4a14-981d-5ba1263c7c55,345437963,"No aguardo , para solucionar o problema          "
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:47,,,,,,,,,c4085069-82f5-4900-88be-ef9770fe17ca,336435649,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:49,Ok,Obrigado,,,,,,,97467e5c-707a-4c91-b375-a0f92024f1ce,112526047,Ok Obrigado         
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:53,Preciso de um técnico,Não posso esperar esse tempo,Estou precisando de ajuda,,,,,,bb2a3535-4e4c-4633-a47e-d3e77a804bfa,144221373,Preciso de um técnico Não posso esperar esse tempo Estou precisando de ajuda        
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:53,Já é a 3 vez em menos de 1 mês que a internet para,E vcs envia um técnico,??????,Só depois de 24h,E ainda um robô vcs não tem nem uma pessoa fisica pra resolver,,,,4beb1bc6-d986-4661-84de-60e26d473889,334844479,Já é a 3 vez em menos de 1 mês que a internet para E vcs envia um técnico ?????? Só depois de 24h E ainda um robô vcs não tem nem uma pessoa fisica pra resolver      
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:54,Ok,,,,,,,,e078dd8f-51b8-4ee6-a304-251c37a2a03e,345305005,Ok          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 12:55,,,,,,,,,20f9d0ee-03e4-46ad-ac25-158594d00a17,264463944,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:03,,,,,,,,,82694c4f-91ee-41aa-bb36-f546b8e315ca,287977784,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:05,Gostaria que fosse resolvido aí da hoje preciso dessa internet,,,,,,,,c7cacb61-880a-4520-9046-505ed87a4f9e,183655203,Gostaria que fosse resolvido aí da hoje preciso dessa internet          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:07,,,,,,,,,5f1fb387-2dfe-4f8f-be08-4de5a58cbd94,341033102,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:09,Luladrao,Luladrao,Luladrao,Luladrao,Luladrao,Luladrao,Luladrao,,19989375-900c-4c0b-9978-b0fb03fe24ed,112424668,Luladrao Luladrao Luladrao Luladrao Luladrao Luladrao Luladrao Luladrao   
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:13,,,,,,,,,28da7cc9-2ebd-4d23-83b4-705fd5a8a57c,209751581,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:14,,,,,,,,,10f0780c-50b8-4511-b29b-8c1a1d422179,143376233,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:15,,,,,,,,,2a5b0a6b-9bed-4eed-96cb-f86824d26389,328978942,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:15,Oi,Oi,,,,,,,f556be77-d993-4422-8bb4-5c7357ea3932,334562545,Oi Oi         
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:19,,,,,,,,,ca00db78-090a-4dca-b456-421295a5f974,349451586,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:21,,,,,,,,,8790fec3-ed3f-4466-87dd-9c451e4c620c,334703756,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:22,,,,,,,,,48c07214-27ab-4879-84ed-3f67bec7200d,341087026,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:27,,,,,,,,,b1aa9382-aca9-4be6-a6c4-f3807dcc82c5,261510830,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:29,,,,,,,,,1252a2d4-0ff1-4935-8a04-8dde1a13dec0,335098435,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:29,,,,,,,,,cf5acdb0-36f0-4090-b225-69cf2b8bc96b,145070766,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:29,,,,,,,,,4d06c1d6-5749-40d0-bfe9-4c003e346279,118251668,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:31,,,,,,,,,beb9857d-9fdd-43d2-8f5a-78a0950cc804,254361146,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:33,,,,,,,,,b995e8c6-d7ee-41c4-ad95-14d9bf1891c1,329178018,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:34,Está agendado para hoje período da tarde,,,,,,,,1c4a3ab8-eafd-4ac1-929d-5fc057f62a80,100835780,Está agendado para hoje período da tarde          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:35,,,,,,,,,470203cc-0dd6-4712-9bc1-32373077b410,344132429,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:36,,,,,,,,,cf1d5b6c-5062-4393-8531-0ad925026390,329648374,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:36,,,,,,,,,af422b59-1631-4cc0-bfd6-1b6b664994f4,119822922,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:38,Estava agendado para hoje de manhã,?,?,??,,,,,57eac2a8-9368-4378-ae21-3b27e2622eab,280235596,Estava agendado para hoje de manhã ? ? ??       
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:39,Ok,,,,,,,,47152bff-2fe9-4964-aea7-5224b335e9be,348789689,Ok          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:41,Ajuda,Suporte técnico,Suporte técnico,Ajuda,Ajuda,,,,79d0768c-aac7-44e1-8575-7f81ed5e9e81,276879884,Ajuda Suporte técnico Suporte técnico Ajuda Ajuda      
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:42,,,,,,,,,d1ea2ac7-6187-4c7f-8491-bb7801d409df,327329879,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:44,Já deu 24 gotas,Horas,Se não me darem satisfação vou jogar tudo no lixo,Sou um comércio e não tem condições ficar sem internet,,,,,47281923-3f1d-462d-ab10-a870e9cc4474,349547056,Já deu 24 gotas Horas Se não me darem satisfação vou jogar tudo no lixo Sou um comércio e não tem condições ficar sem internet       
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:48,,,,,,,,,8312f168-3955-40de-8ad4-7631e350ef8b,145242049,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:48,Ok,,,,,,,,32d9ee37-6984-45c4-a61f-05b8e20a860f,344988193,Ok          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:48,,,,,,,,,c19f5143-732b-45aa-b53f-01bec51aeead,203550510,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:48,,,,,,,,,5ad55873-d620-4fec-a86c-677da759d5f9,120316180,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:52,Já estou,Já estou 10 dias sem internet,Já estou 10 dias sem internet,Já estou 10 dias sem internet,,,,,56945507-e231-4c08-ba2b-3155d46ceceb,345488998,Já estou Já estou 10 dias sem internet Já estou 10 dias sem internet Já estou 10 dias sem internet       
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:52,,,,,,,,,8e6ef4b5-afc4-4c38-8ace-23b20acd595c,345788035,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:53,olá,mas até agora nada,que demora,,,,,,bac7cd40-c1a4-44ce-83aa-70adc18eb5c0,335782430,olá mas até agora nada que demora        
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:58,Boa tarde,Boa noite,,,,,,,a7bb20a2-cba8-4c5e-b086-09139c916834,345239133,Boa tarde Boa noite         
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 13:59,,,,,,,,,d9ade034-0750-43df-8897-2195f9471a37,144504753,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:00,,,,,,,,,6d09743e-a5d6-471d-9b97-a2584222ae40,308525631,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:03,Ok,Ok,,,,,,,9bbc2573-87ad-4edc-a74e-4405576ae042,243103858,Ok Ok         
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:04,Ok,,,,,,,,eba68862-642e-4ae7-970d-f11b39a759b0,289029125,Ok          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:06,,,,,,,,,38e1916d-5f7d-4a2d-a0e4-467f24afd46c,143474137,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:08,Oi,Oi,,,,,,,76472eb2-1646-45f3-84a2-78acdd69ec2a,246514620,Oi Oi         
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:08,urgente!!!,preciso de um técnico urgente!!!!,,,,,,,3b86ff8d-ebaa-4226-947c-84d3afe29194,341633292,urgente!!! preciso de um técnico urgente!!!!         
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:10,,,,,,,,,b4fd4c90-ff9e-4f4b-be9f-0d9841967c84,105027630,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:10,,,,,,,,,f5bedb5c-4db1-475a-8b95-43e3723f62a1,337733205,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:10,,,,,,,,,bc2e08f1-f241-4ad8-9a11-1fc457de558a,344646262,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:11,Não tenho esse tempo todo,"O técnico que vira aqui, já esta a caminho?",Mais informações sobre o suporte técnico?,Tem mais informações sobre o reparo?,Cadê o TÉCNICO?,Desgraça viu,,,228e6c39-f60e-4138-9ca3-d2803679ee7a,333376166,"Não tenho esse tempo todo O técnico que vira aqui, já esta a caminho? Mais informações sobre o suporte técnico? Tem mais informações sobre o reparo? Cadê o TÉCNICO? Desgraça viu     "
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:12,Oi,Oi,Oi,Oi,Oi,Oi,Oi,,4027e073-d7c9-4bd4-ad1e-ce7800f0677a,344995942,Oi Oi Oi Oi Oi Oi Oi    
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:12,Já tem as 24 hs,,,,,,,,f242676a-5f61-4b78-8c17-49153e4ae236,237117883,Já tem as 24 hs          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:13,,,,,,,,,3d12bfa2-1104-4cde-8b8f-5e57752f3677,329727212,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:13,Preciso de reparo tecnico,O tecnico já esteve aqui,Nada foi solucionado,,,,,,5a072d54-535d-4c8b-b812-9cb5046d4591,105800720,Preciso de reparo tecnico O tecnico já esteve aqui Nada foi solucionado        
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:15,,,,,,,,,25d15cce-35d0-46d7-9c04-baa47bdfbade,123852608,          
"Vi que você já possui um bilhete de defeito aberto com a gente. 

Mas não se preocupe, ele já está sendo tratado e em breve você receberá informações sobre o andamento do seu atendimento.

A previsão de correção é de 24 horas.",12/14/2022 14:19,,,,,,,,,74a091f8-825e-4471-8c0d-cade7ec26f05,345092207,          
